home,away,home_goals,away_goals,date,league
cruz azul,leon,1,1,2023-02-10,Liga MX
cruz azul,atlas,0,0,2022-12-07,Liga MX
cruz azul,necaxa,2,2,2022-10-21,Liga MX
cruz azul,tijuana,0,1,2022-07-02,Liga MX
cruz azul,queretaro,1,0,2023-02-10,Liga MX
cruz azul,puebla,2,0,2023-01-14,Liga MX
cruz azul,mazatlan,0,2,2023-03-12,Liga MX
cruz azul,san luis,3,2,2023-01-03,Liga MX
cruz azul,juarez,0,0,2022-11-25,Liga MX
cruz azul,atlante,1,2,2023-01-15,Liga MX
tigres,america,0,1,2022-11-06,Liga MX
tigres,cruz azul,2,2,2022-11-21,Liga MX
tigres,monterrey,2,0,2023-03-11,Liga MX
tigres,chivas,3,0,2023-01-24,Liga MX
tigres,pumas,4,0,2022-10-12,Liga MX
tigres,toluca,1,0,2022-10-07,Liga MX
tigres,santos,2,1,2022-12-16,Liga MX
tigres,pachuca,0,0,2023-04-03,Liga MX
tigres,leon,0,0,2022-11-12,Liga MX
tigres,atlas,1,1,2022-07-22,Liga MX
tigres,necaxa,0,1,2023-03-21,Liga MX
tigres,tijuana,2,1,2022-11-24,Liga MX
tigres,queretaro,2,1,2022-08-15,Liga MX
tigres,puebla,2,1,2022-12-28,Liga MX
tigres,mazatlan,2,0,2022-12-08,Liga MX
tigres,san luis,1,2,2022-12-21,Liga MX
tigres,juarez,0,2,2022-12-02,Liga MX
tigres,atlante,1,1,2023-03-03,Liga MX
monterrey,america,1,4,2022-08-05,Liga MX
monterrey,cruz azul,4,0,2022-09-30,Liga MX
monterrey,tigres,1,1,2023-01-02,Liga MX
monterrey,chivas,1,1,2022-12-27,Liga MX
monterrey,pumas,0,0,2022-10-09,Liga MX
monterrey,toluca,2,1,2022-08-16,Liga MX
monterrey,santos,1,0,2022-11-01,Liga MX
monterrey,pachuca,1,1,2022-08-27,Liga MX
monterrey,leon,0,0,2022-10-25,Liga MX
monterrey,atlas,0,0,2022-11-06,Liga MX
monterrey,necaxa,0,0,2023-04-16,Liga MX
monterrey,tijuana,0,0,2022-09-27,Liga MX
monterrey,queretaro,1,2,2023-04-04,Liga MX
monterrey,puebla,1,1,2022-09-24,Liga MX
monterrey,mazatlan,0,0,2022-09-07,Liga MX
monterrey,san luis,0,0,2023-01-20,Liga MX
monterrey,juarez,0,2,2023-03-11,Liga MX
monterrey,atlante,1,1,2023-04-16,Liga MX
chivas,america,0,0,2022-11-24,Liga MX
chivas,cruz azul,2,0,2023-04-06,Liga MX
chivas,tigres,5,1,2022-12-26,Liga MX
chivas,monterrey,3,0,2023-04-11,Liga MX
chivas,pumas,0,0,2023-03-10,Liga MX
chivas,toluca,0,1,2023-03-21,Liga MX
chivas,santos,1,0,2022-10-23,Liga MX
chivas,pachuca,0,0,2022-10-22,Liga MX
chivas,leon,4,0,2023-01-08,Liga MX
chivas,atlas,2,0,2022-10-04,Liga MX
chivas,necaxa,2,0,2022-07-13,Liga MX
chivas,tijuana,1,0,2022-08-31,Liga MX
chivas,queretaro,1,0,2022-07-19,Liga MX
chivas,puebla,1,1,2023-04-10,Liga MX
chivas,mazatlan,4,0,2022-07-25,Liga MX
chivas,san luis,1,2,2022-12-28,Liga MX
chivas,juarez,1,1,2023-01-31,Liga MX
chivas,atlante,3,3,2022-12-15,Liga MX
pumas,america,0,2,2022-12-12,Liga MX
pumas,cruz azul,0,3,2023-02-02,Liga MX
pumas,tigres,1,2,2022-12-14,Liga MX
pumas,monterrey,2,1,2023-02-05,Liga MX
pumas,chivas,2,3,2023-01-07,Liga MX
pumas,toluca,1,1,2022-08-27,Liga MX
pumas,santos,0,1,2022-11-26,Liga MX
pumas,pachuca,0,2,2022-11-24,Liga MX
pumas,leon,2,1,2022-08-23,Liga MX
pumas,atlas,2,0,2023-02-09,Liga MX
pumas,necaxa,0,0,2022-12-03,Liga MX
pumas,tijuana,1,1,2022-12-25,Liga MX
pumas,queretaro,0,0,2023-02-13,Liga MX
pumas,puebla,3,2,2022-08-15,Liga MX
pumas,mazatlan,0,1,2023-01-13,Liga MX
pumas,san luis,1,2,2022-10-27,Liga MX
pumas,juarez,1,0,2023-02-24,Liga MX
pumas,atlante,0,1,2023-04-09,Liga MX
toluca,america,1,0,2022-07-06,Liga MX
toluca,cruz azul,2,3,2022-09-21,Liga MX
toluca,tigres,0,1,2022-08-20,Liga MX
toluca,monterrey,0,0,2023-04-14,Liga MX
toluca,chivas,0,0,2022-08-08,Liga MX
toluca,pumas,2,2,2023-02-07,Liga MX
toluca,santos,2,0,2023-02-14,Liga MX
toluca,pachuca,2,0,2023-03-09,Liga MX
toluca,leon,3,0,2023-03-06,Liga MX
toluca,atlas,2,3,2022-12-31,Liga MX
toluca,necaxa,2,0,2023-03-19,Liga MX
toluca,tijuana,1,1,2022-10-19,Liga MX
toluca,queretaro,0,0,2022-10-03,Liga MX
toluca,puebla,1,0,2022-12-31,Liga MX
toluca,mazatlan,2,2,2023-04-03,Liga MX
toluca,san luis,0,0,2022-07-22,Liga MX
toluca,juarez,0,0,2023-02-18,Liga MX
toluca,atlante,2,0,2022-09-11,Liga MX
santos,america,0,2,2022-10-15,Liga MX
santos,cruz azul,1,0,2023-03-14,Liga MX
santos,tigres,0,2,2022-08-25,Liga MX
santos,monterrey,1,1,2022-12-01,Liga MX
santos,chivas,0,0,2022-07-07,Liga MX
santos,pumas,3,1,2022-07-15,Liga MX
santos,toluca,0,1,2022-08-08,Liga MX
santos,pachuca,0,0,2022-11-03,Liga MX
santos,leon,0,2,2022-09-05,Liga MX
santos,atlas,1,1,2022-10-19,Liga MX
santos,necaxa,1,0,2022-10-09,Liga MX
santos,tijuana,1,1,2023-02-14,Liga MX
santos,queretaro,1,0,2022-09-08,Liga MX
santos,puebla,0,0,2022-10-03,Liga MX
santos,mazatlan,0,1,2022-07-31,Liga MX
santos,san luis,2,0,2023-02-05,Liga MX
santos,juarez,1,1,2022-08-31,Liga MX
santos,atlante,2,0,2023-04-26,Liga MX
pachuca,america,0,2,2022-07-20,Liga MX
pachuca,cruz azul,0,0,2022-09-28,Liga MX
pachuca,tigres,1,2,2023-03-16,Liga MX
pachuca,monterrey,0,0,2022-07-10,Liga MX
pachuca,chivas,1,0,2022-12-15,Liga MX
pachuca,pumas,1,2,2022-08-07,Liga MX
pachuca,toluca,1,3,2022-11-14,Liga MX
pachuca,santos,0,0,2022-07-01,Liga MX
pachuca,leon,3,1,2023-04-12,Liga MX
pachuca,atlas,1,0,2022-09-16,Liga MX
pachuca,necaxa,1,1,2023-04-22,Liga MX
pachuca,tijuana,2,1,2022-09-01,Liga MX
pachuca,queretaro,1,1,2022-10-12,Liga MX
pachuca,puebla,0,1,2022-09-05,Liga MX
pachuca,mazatlan,1,0,2022-07-15,Liga MX
pachuca,san luis,3,3,2023-04-15,Liga MX
pachuca,juarez,0,1,2022-10-31,Liga MX
pachuca,atlante,1,1,2023-02-01,Liga MX
leon,america,1,1,2022-12-20,Liga MX
leon,cruz azul,2,1,2022-09-07,Liga MX
leon,tigres,2,0,2022-07-23,Liga MX
leon,monterrey,2,1,2022-10-19,Liga MX
leon,chivas,2,2,2022-11-04,Liga MX
leon,pumas,0,1,2022-08-20,Liga MX
leon,toluca,3,0,2022-10-18,Liga MX
leon,santos,0,1,2022-08-24,Liga MX
leon,pachuca,0,1,2022-11-14,Liga MX
leon,atlas,0,2,2023-03-01,Liga MX
leon,necaxa,2,0,2022-07-17,Liga MX
leon,tijuana,1,1,2022-07-25,Liga MX
leon,queretaro,1,1,2022-09-01,Liga MX
leon,puebla,0,0,2022-08-18,Liga MX
leon,mazatlan,0,1,2022-10-26,Liga MX
leon,san luis,2,0,2023-02-09,Liga MX
leon,juarez,0,1,2023-01-27,Liga MX
leon,atlante,1,1,2022-11-21,Liga MX
atlas,america,1,2,2022-10-21,Liga MX
atlas,cruz azul,1,0,2023-03-21,Liga MX
atlas,tigres,2,0,2022-12-09,Liga MX
atlas,monterrey,1,0,2022-12-25,Liga MX
atlas,chivas,1,1,2023-03-12,Liga MX
atlas,pumas,0,0,2023-02-24,Liga MX
atlas,toluca,2,3,2022-12-12,Liga MX
atlas,santos,0,0,2022-07-07,Liga MX
atlas,pachuca,3,3,2023-01-13,Liga MX
atlas,leon,0,0,2023-01-11,Liga MX
atlas,necaxa,1,1,2023-02-07,Liga MX
atlas,tijuana,0,1,2023-04-06,Liga MX
atlas,queretaro,0,2,2023-02-09,Liga MX
atlas,puebla,1,0,2022-08-09,Liga MX
atlas,mazatlan,1,0,2023-04-04,Liga MX
atlas,san luis,3,0,2022-09-13,Liga MX
atlas,juarez,2,0,2022-08-03,Liga MX
atlas,atlante,1,1,2022-07-27,Liga MX
necaxa,america,3,1,2022-12-20,Liga MX
necaxa,cruz azul,1,1,2022-11-07,Liga MX
necaxa,tigres,0,1,2023-04-18,Liga MX
necaxa,monterrey,1,1,2022-12-11,Liga MX
necaxa,chivas,1,1,2022-10-19,Liga MX
necaxa,pumas,1,1,2023-02-24,Liga MX
necaxa,toluca,0,1,2023-01-17,Liga MX
necaxa,santos,1,0,2022-07-17,Liga MX
necaxa,pachuca,1,1,2023-04-17,Liga MX
necaxa,leon,3,1,2022-08-13,Liga MX
necaxa,atlas,4,0,2022-09-18,Liga MX
necaxa,tijuana,3,2,2022-09-27,Liga MX
necaxa,queretaro,2,1,2022-07-16,Liga MX
necaxa,puebla,1,2,2022-10-25,Liga MX
necaxa,mazatlan,1,0,2023-01-31,Liga MX
necaxa,san luis,2,0,2022-10-11,Liga MX
necaxa,juarez,0,1,2023-01-04,Liga MX
necaxa,atlante,2,0,2022-08-08,Liga MX
tijuana,america,0,2,2023-01-26,Liga MX
tijuana,cruz azul,1,2,2022-08-03,Liga MX
tijuana,tigres,0,5,2023-03-02,Liga MX
tijuana,monterrey,1,0,2023-03-23,Liga MX
tijuana,chivas,0,0,2022-09-03,Liga MX
tijuana,pumas,0,0,2022-11-19,Liga MX
tijuana,toluca,0,2,2023-01-09,Liga MX
tijuana,santos,1,0,2022-11-17,Liga MX
tijuana,pachuca,2,3,2022-08-31,Liga MX
tijuana,leon,1,1,2022-11-25,Liga MX
tijuana,atlas,1,1,2022-10-15,Liga MX
tijuana,necaxa,0,0,2023-02-26,Liga MX
tijuana,queretaro,4,1,2023-02-26,Liga MX
tijuana,puebla,0,0,2022-12-25,Liga MX
tijuana,mazatlan,3,1,2022-09-27,Liga MX
tijuana,san luis,1,0,2022-10-13,Liga MX
tijuana,juarez,1,0,2023-01-11,Liga MX
tijuana,atlante,4,0,2022-11-01,Liga MX
queretaro,america,0,0,2022-12-23,Liga MX
queretaro,cruz azul,1,0,2023-04-10,Liga MX
queretaro,tigres,0,2,2022-10-23,Liga MX
queretaro,monterrey,1,2,2023-03-19,Liga MX
queretaro,chivas,2,0,2022-12-16,Liga MX
queretaro,pumas,0,0,2022-12-28,Liga MX
queretaro,toluca,2,0,2023-02-20,Liga MX
queretaro,santos,2,0,2022-12-07,Liga MX
queretaro,pachuca,0,1,2023-03-15,Liga MX
queretaro,leon,2,0,2022-08-15,Liga MX
queretaro,atlas,0,1,2023-01-04,Liga MX
queretaro,necaxa,0,1,2022-09-12,Liga MX
queretaro,tijuana,1,0,2023-02-07,Liga MX
queretaro,puebla,2,2,2022-07-12,Liga MX
queretaro,mazatlan,0,1,2022-10-28,Liga MX
queretaro,san luis,0,4,2022-07-07,Liga MX
queretaro,juarez,0,1,2022-08-27,Liga MX
queretaro,atlante,0,0,2023-02-11,Liga MX
puebla,america,2,0,2023-04-11,Liga MX
puebla,cruz azul,1,0,2022-09-22,Liga MX
puebla,tigres,1,1,2022-09-30,Liga MX
puebla,monterrey,5,0,2022-08-27,Liga MX
puebla,chivas,1,0,2023-04-07,Liga MX
puebla,pumas,1,1,2022-08-29,Liga MX
puebla,toluca,0,4,2022-12-28,Liga MX
puebla,santos,2,1,2023-03-30,Liga MX
puebla,pachuca,1,1,2023-01-30,Liga MX
puebla,leon,1,1,2023-01-21,Liga MX
puebla,atlas,0,1,2022-10-03,Liga MX
puebla,necaxa,2,4,2022-09-14,Liga MX
puebla,tijuana,1,1,2022-11-25,Liga MX
puebla,queretaro,0,2,2023-02-10,Liga MX
puebla,mazatlan,0,0,2022-09-15,Liga MX
puebla,san luis,0,0,2023-01-10,Liga MX
puebla,juarez,1,2,2022-10-31,Liga MX
puebla,atlante,0,1,2022-08-10,Liga MX
mazatlan,america,3,1,2022-07-07,Liga MX
mazatlan,cruz azul,1,2,2022-11-04,Liga MX
mazatlan,tigres,1,0,2022-07-12,Liga MX
mazatlan,monterrey,0,0,2023-02-28,Liga MX
mazatlan,chivas,0,1,2023-02-06,Liga MX
mazatlan,pumas,2,1,2022-11-27,Liga MX
mazatlan,toluca,0,1,2023-01-18,Liga MX
mazatlan,santos,0,0,2023-01-23,Liga MX
mazatlan,pachuca,0,2,2022-07-24,Liga MX
mazatlan,leon,0,0,2022-07-20,Liga MX
mazatlan,atlas,1,1,2023-03-07,Liga MX
mazatlan,necaxa,1,2,2023-02-28,Liga MX
mazatlan,tijuana,2,1,2023-02-10,Liga MX
mazatlan,queretaro,0,2,2022-07-14,Liga MX
mazatlan,puebla,1,1,2022-10-19,Liga MX
mazatlan,san luis,1,1,2022-11-22,Liga MX
mazatlan,juarez,0,1,2023-02-14,Liga MX
mazatlan,atlante,0,1,2022-12-11,Liga MX
san luis,america,2,0,2023-03-27,Liga MX
san luis,cruz azul,0,1,2023-03-14,Liga MX
san luis,tigres,1,1,2023-04-10,Liga MX
san luis,monterrey,0,2,2022-10-28,Liga MX
san luis,chivas,3,0,2022-11-07,Liga MX
san luis,pumas,0,0,2023-04-08,Liga MX
san luis,toluca,0,0,2023-01-14,Liga MX
san luis,santos,0,0,2022-12-08,Liga MX
san luis,pachuca,1,0,2022-12-28,Liga MX
san luis,leon,1,0,2023-02-02,Liga MX
san luis,atlas,2,1,2023-04-20,Liga MX
san luis,necaxa,0,0,2023-02-19,Liga MX
san luis,tijuana,1,0,2023-03-21,Liga MX
san luis,queretaro,0,0,2022-09-24,Liga MX
san luis,puebla,0,2,2022-10-22,Liga MX
san luis,mazatlan,0,3,2023-04-15,Liga MX
san luis,juarez,3,1,2023-01-08,Liga MX
san luis,atlante,0,1,2022-12-23,Liga MX
juarez,america,1,0,2022-10-06,Liga MX
juarez,cruz azul,0,0,2022-10-10,Liga MX
juarez,tigres,1,1,2022-11-06,Liga MX
juarez,monterrey,0,1,2022-11-20,Liga MX
juarez,chivas,1,1,2022-10-01,Liga MX
juarez,pumas,1,0,2022-10-10,Liga MX
juarez,toluca,0,2,2023-03-22,Liga MX
juarez,santos,0,2,2022-10-25,Liga MX
juarez,pachuca,1,0,2023-04-19,Liga MX
juarez,leon,0,1,2022-07-21,Liga MX
juarez,atlas,0,0,2022-10-25,Liga MX
juarez,necaxa,1,1,2023-04-03,Liga MX
juarez,tijuana,1,0,2022-08-21,Liga MX
juarez,queretaro,2,1,2022-12-05,Liga MX
juarez,puebla,1,0,2023-03-20,Liga MX
juarez,mazatlan,1,1,2023-02-26,Liga MX
juarez,san luis,1,1,2023-03-20,Liga MX
juarez,atlante,1,0,2022-08-16,Liga MX
atlante,america,3,0,2022-07-09,Liga MX
atlante,cruz azul,1,1,2022-11-29,Liga MX
atlante,tigres,0,0,2023-04-19,Liga MX
atlante,monterrey,0,3,2022-12-11,Liga MX
atlante,chivas,0,1,2022-08-18,Liga MX
atlante,pumas,2,0,2023-04-19,Liga MX
atlante,toluca,1,1,2022-09-16,Liga MX
atlante,santos,1,0,2023-04-17,Liga MX
atlante,pachuca,1,1,2023-02-26,Liga MX
atlante,leon,0,0,2022-07-19,Liga MX
atlante,atlas,1,2,2023-02-14,Liga MX
atlante,necaxa,1,0,2022-09-08,Liga MX
atlante,tijuana,0,0,2022-08-18,Liga MX
atlante,queretaro,2,1,2023-01-16,Liga MX
atlante,puebla,1,0,2023-03-16,Liga MX
atlante,mazatlan,0,0,2022-12-19,Liga MX
atlante,san luis,1,1,2023-03-21,Liga MX
atlante,juarez,1,2,2023-01-24,Liga MX
america,cruz azul,1,1,2023-11-13,Liga MX
america,tigres,2,1,2023-07-05,Liga MX
america,monterrey,2,1,2024-02-16,Liga MX
america,chivas,3,0,2024-04-17,Liga MX
america,pumas,1,0,2024-03-14,Liga MX
america,toluca,2,0,2023-12-01,Liga MX
america,santos,3,2,2024-02-24,Liga MX
america,pachuca,1,2,2023-11-11,Liga MX
america,leon,0,0,2023-07-14,Liga MX
america,atlas,0,0,2023-09-04,Liga MX
america,necaxa,0,0,2024-01-22,Liga MX
america,tijuana,3,2,2023-10-18,Liga MX
america,queretaro,2,3,2023-07-25,Liga MX
america,puebla,0,0,2023-07-12,Liga MX
america,mazatlan,2,0,2023-11-23,Liga MX
america,san luis,1,0,2023-08-12,Liga MX
america,juarez,2,0,2024-03-22,Liga MX
america,atlante,0,0,2023-12-25,Liga MX
cruz azul,america,0,2,2023-10-07,Liga MX
cruz azul,tigres,0,1,2024-03-19,Liga MX
cruz azul,monterrey,1,3,2024-02-06,Liga MX
cruz azul,chivas,2,0,2023-10-24,Liga MX
cruz azul,pumas,1,0,2023-12-02,Liga MX
cruz azul,toluca,2,1,2023-08-31,Liga MX
cruz azul,santos,1,0,2023-11-15,Liga MX
cruz azul,pachuca,1,1,2024-02-27,Liga MX
cruz azul,leon,1,0,2023-12-07,Liga MX
cruz azul,atlas,1,1,2024-03-12,Liga MX
cruz azul,necaxa,0,1,2023-08-21,Liga MX
cruz azul,tijuana,0,2,2023-08-11,Liga MX
cruz azul,queretaro,4,1,2023-07-29,Liga MX
cruz azul,puebla,1,0,2024-02-17,Liga MX
cruz azul,mazatlan,2,2,2023-12-20,Liga MX
cruz azul,san luis,0,1,2023-10-09,Liga MX
cruz azul,juarez,0,0,2023-09-25,Liga MX
cruz azul,atlante,1,0,2023-11-29,Liga MX
tigres,america,0,1,2024-02-13,Liga MX
tigres,cruz azul,2,0,2024-03-17,Liga MX
tigres,monterrey,2,1,2024-02-05,Liga MX
tigres,chivas,2,2,2024-04-17,Liga MX
tigres,pumas,3,0,2024-03-22,Liga MX
tigres,toluca,1,2,2024-04-13,Liga MX
tigres,santos,1,0,2024-03-29,Liga MX
tigres,pachuca,1,0,2023-11-01,Liga MX
tigres,leon,1,0,2024-01-29,Liga MX
tigres,atlas,2,2,2023-08-08,Liga MX
tigres,necaxa,2,1,2024-02-23,Liga MX
tigres,tijuana,2,3,2024-03-14,Liga MX
tigres,queretaro,0,2,2023-09-26,Liga MX
tigres,puebla,1,2,2023-10-26,Liga MX
tigres,mazatlan,3,1,2024-01-02,Liga MX
tigres,san luis,0,0,2024-03-17,Liga MX
tigres,juarez,1,0,2023-07-10,Liga MX
tigres,atlante,3,0,2023-09-24,Liga MX
monterrey,america,3,3,2024-02-08,Liga MX
monterrey,cruz azul,1,2,2023-07-20,Liga MX
monterrey,tigres,1,0,2024-02-15,Liga MX
monterrey,chivas,2,1,2023-08-26,Liga MX
monterrey,pumas,1,2,2024-02-14,Liga MX
monterrey,toluca,2,2,2023-12-06,Liga MX
monterrey,santos,0,0,2024-01-27,Liga MX
monterrey,pachuca,0,0,2023-07-30,Liga MX
monterrey,leon,1,2,2023-12-30,Liga MX
monterrey,atlas,1,0,2023-10-21,Liga MX
monterrey,necaxa,4,0,2024-03-16,Liga MX
monterrey,tijuana,1,3,2023-09-28,Liga MX
monterrey,queretaro,1,0,2023-08-19,Liga MX
monterrey,puebla,0,1,2023-10-26,Liga MX
monterrey,mazatlan,0,1,2024-03-01,Liga MX
monterrey,san luis,0,1,2023-09-07,Liga MX
monterrey,juarez,1,1,2024-03-17,Liga MX
monterrey,atlante,2,3,2024-04-22,Liga MX
chivas,america,0,1,2023-07-31,Liga MX
chivas,cruz azul,2,0,2023-10-14,Liga MX
chivas,tigres,0,0,2023-12-10,Liga MX
chivas,monterrey,0,2,2023-10-14,Liga MX
chivas,pumas,1,0,2024-02-13,Liga MX
chivas,toluca,0,0,2024-03-06,Liga MX
chivas,santos,1,0,2023-07-07,Liga MX
chivas,pachuca,0,0,2023-12-07,Liga MX
chivas,leon,4,1,2023-12-12,Liga MX
chivas,atlas,1,1,2023-12-08,Liga MX
chivas,necaxa,0,0,2023-09-24,Liga MX
chivas,tijuana,1,0,2023-07-28,Liga MX
chivas,queretaro,1,1,2024-01-14,Liga MX
chivas,puebla,2,1,2023-10-06,Liga MX
chivas,mazatlan,2,0,2024-04-19,Liga MX
chivas,san luis,2,1,2024-04-02,Liga MX
chivas,juarez,0,0,2024-01-30,Liga MX
chivas,atlante,0,0,2023-09-17,Liga MX
pumas,america,2,3,2024-03-04,Liga MX
pumas,cruz azul,2,1,2024-04-04,Liga MX
pumas,tigres,1,2,2023-09-12,Liga MX
pumas,monterrey,0,0,2024-04-22,Liga MX
pumas,chivas,2,0,2024-02-23,Liga MX
pumas,toluca,1,2,2024-03-15,Liga MX
pumas,santos,1,1,2023-07-08,Liga MX
pumas,pachuca,2,1,2024-03-02,Liga MX
pumas,leon,1,1,2023-11-06,Liga MX
pumas,atlas,2,1,2023-10-10,Liga MX
pumas,necaxa,2,1,2024-01-12,Liga MX
pumas,tijuana,2,1,2024-03-21,Liga MX
pumas,queretaro,2,0,2024-01-29,Liga MX
pumas,puebla,0,2,2024-04-02,Liga MX
pumas,mazatlan,0,0,2023-12-10,Liga MX
pumas,san luis,0,0,2023-09-13,Liga MX
pumas,juarez,2,1,2024-03-27,Liga MX
pumas,atlante,0,0,2024-03-28,Liga MX
toluca,america,0,0,2024-03-04,Liga MX
toluca,cruz azul,0,0,2024-01-17,Liga MX
toluca,tigres,2,0,2023-09-05,Liga MX
toluca,monterrey,2,0,2024-02-12,Liga MX
toluca,chivas,1,2,2024-03-08,Liga MX
toluca,pumas,1,2,2023-09-29,Liga MX
toluca,santos,1,0,2024-01-06,Liga MX
toluca,pachuca,2,1,2024-03-26,Liga MX
toluca,leon,1,1,2024-03-31,Liga MX
toluca,atlas,1,2,2023-10-29,Liga MX
toluca,necaxa,0,1,2023-12-11,Liga MX
toluca,tijuana,0,0,2023-12-08,Liga MX
toluca,queretaro,1,1,2024-02-07,Liga MX
toluca,puebla,1,2,2023-09-24,Liga MX
toluca,mazatlan,1,0,2023-08-31,Liga MX
toluca,san luis,1,3,2024-04-01,Liga MX
toluca,juarez,0,0,2024-01-17,Liga MX
toluca,atlante,4,0,2023-09-14,Liga MX
santos,america,1,1,2024-02-17,Liga MX
santos,cruz azul,2,2,2024-03-16,Liga MX
santos,tigres,1,3,2024-03-13,Liga MX
santos,monterrey,0,1,2024-01-26,Liga MX
santos,chivas,1,0,2023-11-13,Liga MX
santos,pumas,0,1,2023-10-17,Liga MX
santos,toluca,1,1,2023-12-24,Liga MX
santos,pachuca,1,0,2024-01-06,Liga MX
santos,leon,2,1,2024-01-08,Liga MX
santos,atlas,1,1,2023-08-06,Liga MX
santos,necaxa,0,1,2023-08-28,Liga MX
santos,tijuana,2,2,2023-08-15,Liga MX
santos,queretaro,0,0,2023-07-19,Liga MX
santos,puebla,2,1,2023-09-28,Liga MX
santos,mazatlan,2,1,2024-01-31,Liga MX
santos,san luis,0,1,2023-12-08,Liga MX
santos,juarez,1,0,2023-09-22,Liga MX
santos,atlante,2,1,2024-04-10,Liga MX
pachuca,america,1,1,2024-01-26,Liga MX
pachuca,cruz azul,0,0,2023-08-08,Liga MX
pachuca,tigres,2,1,2024-04-21,Liga MX
pachuca,monterrey,3,0,2024-01-29,Liga MX
pachuca,chivas,1,1,2024-04-19,Liga MX
pachuca,pumas,2,1,2023-10-30,Liga MX
pachuca,toluca,1,0,2024-01-11,Liga MX
pachuca,santos,3,1,2023-10-26,Liga MX
pachuca,leon,2,0,2023-07-07,Liga MX
pachuca,atlas,0,1,2023-11-25,Liga MX
pachuca,necaxa,1,0,2023-11-03,Liga MX
pachuca,tijuana,1,1,2023-12-23,Liga MX
pachuca,queretaro,0,1,2023-10-21,Liga MX
pachuca,puebla,0,0,2023-09-05,Liga MX
pachuca,mazatlan,2,0,2024-02-19,Liga MX
pachuca,san luis,1,0,2024-03-01,Liga MX
pachuca,juarez,0,1,2023-12-17,Liga MX
pachuca,atlante,1,0,2024-03-30,Liga MX
leon,america,2,2,2024-04-03,Liga MX
leon,cruz azul,1,1,2023-08-11,Liga MX
leon,tigres,2,2,2023-11-16,Liga MX
leon,monterrey,1,1,2023-10-19,Liga MX
leon,chivas,1,2,2024-01-30,Liga MX
leon,pumas,2,0,2024-04-09,Liga MX
leon,toluca,3,1,2023-12-20,Liga MX
leon,santos,1,1,2023-07-05,Liga MX
leon,pachuca,1,2,2023-11-24,Liga MX
leon,atlas,1,1,2023-12-30,Liga MX
leon,necaxa,1,0,2024-02-01,Liga MX
leon,tijuana,1,1,2023-12-26,Liga MX
leon,queretaro,2,1,2023-12-10,Liga MX
leon,puebla,0,0,2023-10-24,Liga MX
leon,mazatlan,0,1,2023-11-24,Liga MX
leon,san luis,0,0,2023-07-13,Liga MX
leon,juarez,1,3,2023-08-23,Liga MX
leon,atlante,2,1,2023-08-04,Liga MX
atlas,america,0,1,2023-07-19,Liga MX
atlas,cruz azul,0,1,2023-07-30,Liga MX
atlas,tigres,0,3,2024-02-17,Liga MX
atlas,monterrey,5,1,2024-03-16,Liga MX
atlas,chivas,1,0,2024-03-15,Liga MX
atlas,pumas,1,1,2023-09-21,Liga MX
atlas,toluca,1,0,2023-12-09,Liga MX
atlas,santos,2,0,2023-07-13,Liga MX
atlas,pachuca,1,1,2024-01-31,Liga MX
atlas,leon,2,0,2023-08-22,Liga MX
atlas,necaxa,2,0,2023-08-22,Liga MX
atlas,tijuana,1,0,2023-12-30,Liga MX
atlas,queretaro,1,1,2023-08-21,Liga MX
atlas,puebla,1,0,2023-08-22,Liga MX
atlas,mazatlan,2,0,2024-03-20,Liga MX
atlas,san luis,0,1,2024-03-04,Liga MX
atlas,juarez,1,1,2024-02-26,Liga MX
atlas,atlante,1,0,2024-04-19,Liga MX
necaxa,america,2,1,2023-12-04,Liga MX
necaxa,cruz azul,2,2,2023-11-18,Liga MX
necaxa,tigres,1,2,2024-02-03,Liga MX
necaxa,monterrey,3,0,2024-01-29,Liga MX
necaxa,chivas,3,2,2023-07-21,Liga MX
necaxa,pumas,1,1,2023-07-28,Liga MX
necaxa,toluca,2,2,2023-07-13,Liga MX
necaxa,santos,1,1,2023-12-13,Liga MX
necaxa,pachuca,2,2,2024-02-01,Liga MX
necaxa,leon,1,2,2023-07-28,Liga MX
necaxa,atlas,1,1,2024-02-12,Liga MX
necaxa,tijuana,3,0,2023-09-12,Liga MX
necaxa,queretaro,0,0,2024-04-05,Liga MX
necaxa,puebla,3,1,2024-03-24,Liga MX
necaxa,mazatlan,1,0,2024-02-13,Liga MX
necaxa,san luis,0,0,2023-10-27,Liga MX
necaxa,juarez,2,1,2023-12-28,Liga MX
necaxa,atlante,0,0,2024-02-18,Liga MX
tijuana,america,0,0,2024-02-09,Liga MX
tijuana,cruz azul,0,2,2023-11-03,Liga MX
tijuana,tigres,1,2,2023-12-07,Liga MX
tijuana,monterrey,3,1,2024-01-11,Liga MX
